state,occupation,employee_count,annual_mean_pay,hourly_mean_pay
SC,"Education Administrators, Elementary and Secondary School",4040,87280,
SC,"Education Administrators, Postsecondary",2460,95680,46.00
SC,"Education Administrators, All Other",240,78930,37.95
SC,Architectural and Engineering Managers,2770,132810,63.85
SC,Food Service Managers,3000,61110,29.38
SC,Funeral Service Managers,210,63540,30.55
SC,Lodging Managers,540,54750,26.32
SC,Medical and Health Services Managers,5470,98780,47.49
SC,Natural Sciences Managers,530,91270,43.88
SC,Postmasters and Mail Superintendents,200,80320,38.62
SC,"Property, Real Estate, and Community Association Managers",1840,65660,31.57
SC,Social and Community Service Managers,930,68610,32.98
SC,Emergency Management Directors,190,65130,31.31
SC,"Managers, All Other",1760,100890,48.51
SC,Business and Financial Operations Occupations,75560,64640,31.07
SC,"Agents and Business Managers of Artists, Performers, and Athletes",90,82220,39.53
SC,Buyers and Purchasing Agents,3630,65170,31.33
SC,"Claims Adjusters, Examiners, and Investigators",2540,62950,30.26
SC,"Insurance Appraisers, Auto Damage",,34890,16.77
SC,Compliance Officers,3390,61390,29.51
SC,Cost Estimators,2450,63520,30.54
SC,Human Resources Specialists,6740,57590,27.69
SC,Labor Relations Specialists,280,64410,30.97
SC,Logisticians,2820,68280,32.83
SC,Management Analysts,8270,75230,36.17
SC,"Meeting, Convention, and Event Planners",1660,40040,19.25
SC,Fundraisers,480,50690,24.37
SC,"Compensation, Benefits, and Job Analysis Specialists",820,53940,25.93
SC,Training and Development Specialists,4070,58010,27.89
SC,Market Research Analysts and Marketing Specialists,6210,60290,28.99
SC,"Business Operations Specialists, All Other",4000,69340,33.34
SD,Family and General Practitioners,450,214030,102.90
SC,Accountants and Auditors,14890,64750,31.13
SC,Appraisers and Assessors of Real Estate,700,54130,26.02
SC,Budget Analysts,290,70090,33.70
SC,Credit Analysts,970,67070,32.25
SC,Financial Analysts,1880,80690,38.79
SC,Personal Financial Advisors,1820,89830,43.19
SC,Insurance Underwriters,820,55320,26.60
SC,Financial Examiners,560,65720,31.60
SC,Credit Counselors,340,45320,21.79
SC,Loan Officers,3770,69240,33.29
SC,"Tax Examiners and Collectors, and Revenue Agents",280,54420,26.16
SC,Tax Preparers,840,41000,19.71
SC,"Financial Specialists, All Other",820,69340,33.34
SC,Computer and Mathematical Occupations,39740,74030,35.59
SC,Computer and Information Research Scientists,370,96870,46.57
SC,Computer Systems Analysts,7140,80200,38.56
SC,Information Security Analysts,1280,75770,36.43
SC,Computer Programmers,3060,81940,39.40
SC,"Software Developers, Applications",4580,90830,43.67
SC,"Software Developers, Systems Software",2280,80250,38.58
SC,Web Developers,1310,77950,37.48
SC,Database Administrators,820,82500,39.66
SC,Network and Computer Systems Administrators,5780,75630,36.36
SC,Computer Network Architects,1120,85450,41.08
SC,Computer User Support Specialists,6730,47040,22.61
SC,Computer Network Support Specialists,2590,54530,26.22
SC,"Computer Occupations, All Other",1510,92100,44.28
SC,Operations Research Analysts,850,76670,36.86
SC,Statisticians,230,68320,32.85
SC,Architecture and Engineering Occupations,40400,79960,38.44
SC,"Architects, Except Landscape and Naval",860,85610,41.16
SC,Landscape Architects,410,58970,28.35
SC,Cartographers and Photogrammetrists,370,53020,25.49
SC,Surveyors,840,49570,23.83
SC,Biomedical Engineers,130,64460,30.99
SC,Chemical Engineers,840,87880,42.25
SC,Civil Engineers,5900,84660,40.70
SC,Computer Hardware Engineers,420,87870,42.24
SC,Electrical Engineers,2430,90140,43.34
SC,"Electronics Engineers, Except Computer",1520,92720,44.58
SC,Environmental Engineers,800,76970,37.00
SC,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",650,80980,38.93
SC,Industrial Engineers,7130,87080,41.86
SC,Marine Engineers and Naval Architects,90,,
SC,Materials Engineers,570,87470,42.05
SC,Mechanical Engineers,6000,93730,45.06
SC,Nuclear Engineers,1010,101420,48.76
SC,"Engineers, All Other",710,100750,48.44
SC,Architectural and Civil Drafters,1000,51820,24.91
SC,Electrical and Electronics Drafters,270,63210,30.39
SC,Mechanical Drafters,790,60180,28.93
SC,Civil Engineering Technicians,970,48190,23.17
SC,Electrical and Electronics Engineering Technicians,1650,60670,29.17
SC,Electro-Mechanical Technicians,150,58280,28.02
SC,Environmental Engineering Technicians,290,,
SC,Industrial Engineering Technicians,1400,56320,27.08
SC,Mechanical Engineering Technicians,900,58790,28.27
SC,"Engineering Technicians, Except Drafters, All Other",650,70820,34.05
SC,Surveying and Mapping Technicians,1280,38250,18.39
SC,"Life, Physical, and Social Science Occupations",9350,65430,31.45
SC,Microbiologists,140,59750,28.73
SC,Zoologists and Wildlife Biologists,80,62680,30.13
SC,"Biological Scientists, All Other",220,78370,37.68
SC,Conservation Scientists,250,56220,27.03
SC,Foresters,200,61430,29.54
SC,"Medical Scientists, Except Epidemiologists",340,82300,39.57
SC,Physicists,200,129860,62.43
SC,Atmospheric and Space Scientists,50,96170,46.24
SC,Chemists,1450,75960,36.52
SC,Materials Scientists,80,79260,38.11
SC,"Environmental Scientists and Specialists, Including Health",320,,
SC,"Geoscientists, Except Hydrologists and Geographers",190,72040,34.63
SC,Hydrologists,90,54220,26.07
SC,"Physical Scientists, All Other",70,116000,55.77
SC,Economists,90,68550,32.96
SC,"Clinical, Counseling, and School Psychologists",1230,63050,30.31
SC,"Psychologists, All Other",130,92560,44.50
SC,Urban and Regional Planners,360,64700,31.10
SC,Anthropologists and Archeologists,40,62230,29.92
SC,"Social Scientists and Related Workers, All Other",180,74050,35.60
SC,Biological Technicians,520,42970,20.66
SC,Chemical Technicians,1160,45830,22.03
SC,Geological and Petroleum Technicians,100,51610,24.81
SC,Nuclear Technicians,770,69130,33.23
SC,Social Science Research Assistants,110,56720,27.27
SC,"Environmental Science and Protection Technicians, Including Health",150,40900,19.66
SC,Forensic Science Technicians,100,45070,21.67
SC,Forest and Conservation Technicians,210,45500,21.87
SC,"Life, Physical, and Social Science Technicians, All Other",220,56910,27.36
SC,Community and Social Service Occupations,25090,43170,20.75
SC,"Educational, Guidance, School, and Vocational Counselors",4870,52890,25.43
SC,Marriage and Family Therapists,100,,
SC,Rehabilitation Counselors,910,32720,15.73
SC,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",1760,38410,18.46
SC,"Child, Family, and School Social Workers",3320,38930,18.71
SC,Healthcare Social Workers,1930,57660,27.72
SC,Mental Health and Substance Abuse Social Workers,1150,35330,16.98
SC,"Social Workers, All Other",2660,45610,21.93
SC,Health Educators,710,60060,28.88
SC,Probation Officers and Correctional Treatment Specialists,420,43660,20.99
SC,Social and Human Service Assistants,6170,31660,15.22
SC,Community Health Workers,270,42770,20.56
SC,Clergy,710,56050,26.95
SC,"Directors, Religious Activities and Education",60,68540,32.95
SC,Legal Occupations,13800,73070,35.13
SC,Lawyers,5870,105320,50.64
SC,Judicial Law Clerks,100,38210,18.37
SC,"Administrative Law Judges, Adjudicators, and Hearing Officers",120,96640,46.46
SC,"Arbitrators, Mediators, and Conciliators",,62580,30.09
SC,"Judges, Magistrate Judges, and Magistrates",690,68080,32.73
SC,Paralegals and Legal Assistants,6060,45480,21.87
SC,Court Reporters,260,48640,23.39
SC,"Title Examiners, Abstractors, and Searchers",450,50290,24.18
SC,"Legal Support Workers, All Other",160,70930,34.10
SC,"Education, Training, and Library Occupations",114270,48050,23.10
SC,"Business Teachers, Postsecondary",1140,99630,
SC,"Computer Science Teachers, Postsecondary",580,76950,
SC,"Mathematical Science Teachers, Postsecondary",670,88720,
SC,"Architecture Teachers, Postsecondary",110,118040,
SC,"Engineering Teachers, Postsecondary",610,98390,
SC,"Biological Science Teachers, Postsecondary",510,69370,
SC,"Chemistry Teachers, Postsecondary",250,72970,
SC,"Physics Teachers, Postsecondary",120,96840,
SC,"Economics Teachers, Postsecondary",50,70190,
SC,"Political Science Teachers, Postsecondary",130,82140,
SC,"Psychology Teachers, Postsecondary",330,82630,
SC,"Sociology Teachers, Postsecondary",240,65010,
SC,"Social Sciences Teachers, Postsecondary, All Other",170,92140,
SC,"Health Specialties Teachers, Postsecondary",2980,72470,
SC,"Nursing Instructors and Teachers, Postsecondary",550,67430,
SC,"Education Teachers, Postsecondary",1280,60700,
SC,"Library Science Teachers, Postsecondary",50,75680,
SC,"Criminal Justice and Law Enforcement Teachers, Postsecondary",130,77920,
SC,"Art, Drama, and Music Teachers, Postsecondary",800,61680,
SC,"Communications Teachers, Postsecondary",160,65620,
SC,"English Language and Literature Teachers, Postsecondary",710,70130,
SC,"Foreign Language and Literature Teachers, Postsecondary",130,68850,
SC,"History Teachers, Postsecondary",250,75570,
SC,"Philosophy and Religion Teachers, Postsecondary",270,68370,
SC,Graduate Teaching Assistants,,37880,
SC,"Recreation and Fitness Studies Teachers, Postsecondary",210,66610,
SC,"Vocational Education Teachers, Postsecondary",1110,53200,25.58
SC,"Preschool Teachers, Except Special Education",5940,28940,13.91
SC,"Kindergarten Teachers, Except Special Education",2120,52540,
SC,"Elementary School Teachers, Except Special Education",22530,51240,
SC,"Middle School Teachers, Except Special and Career/Technical Education",8360,52520,
SC,"Career/Technical Education Teachers, Middle School",,53870,
SC,"Secondary School Teachers, Except Special and Career/Technical Education",15310,54400,
SC,"Career/Technical Education Teachers, Secondary School",1150,52900,
SC,"Special Education Teachers, Preschool",160,48110,
SC,"Special Education Teachers, Kindergarten and Elementary School",3040,56960,
SC,"Special Education Teachers, Middle School",1170,53320,
SC,"Special Education Teachers, Secondary School",1480,55560,
SC,"Special Education Teachers, All Other",380,62740,
SC,Adult Basic and Secondary Education and Literacy Teachers and Instructors,480,46330,22.27
SC,Self-Enrichment Education Teachers,3310,42790,20.57
SC,"Teachers and Instructors, All Other, Except Substitute Teachers",2350,47030,
SC,Substitute Teachers,6500,23950,11.51
SC,Archivists,90,42530,20.45
SC,Curators,110,49380,23.74
SC,Museum Technicians and Conservators,90,32820,15.78
SC,Librarians,1760,57650,27.72
SC,Library Technicians,1490,32000,15.38
SC,Audio-Visual and Multimedia Collections Specialists,40,75780,36.43
SC,Instructional Coordinators,1470,58040,27.90
SC,Teacher Assistants,15470,23240,
SC,"Education, Training, and Library Workers, All Other",340,40180,19.32
SC,"Arts, Design, Entertainment, Sports, and Media Occupations",18760,48550,23.34
SC,Art Directors,120,81410,39.14
SC,"Fine Artists, Including Painters, Sculptors, and Illustrators",110,28070,13.50
SC,Multimedia Artists and Animators,140,36270,17.44
SC,Commercial and Industrial Designers,400,81570,39.22
SC,Fashion Designers,50,75110,36.11
SC,Floral Designers,580,26230,12.61
SC,Graphic Designers,2050,45790,22.01
SC,Interior Designers,530,47680,22.92
SC,Merchandise Displayers and Window Trimmers,1770,28770,13.83
SC,Actors,180,,27.18
SC,Producers and Directors,920,57200,27.50
SC,Athletes and Sports Competitors,220,36260,
SC,Coaches and Scouts,3390,50250,
SC,Music Directors and Composers,100,53700,25.82
SC,Musicians and Singers,550,,40.97
SC,"Entertainers and Performers, Sports and Related Workers, All Other",,,19.95
SC,Radio and Television Announcers,220,49430,23.76
SC,Public Address System and Other Announcers,40,30250,14.54
SC,Broadcast News Analysts,90,57530,27.66
SC,Reporters and Correspondents,480,46660,22.43
SC,Public Relations Specialists,2070,54860,26.37
SC,Editors,820,46630,22.42
SC,Technical Writers,540,67000,32.21
SC,Writers and Authors,250,,
SC,Interpreters and Translators,460,44950,21.61
SC,Audio and Video Equipment Technicians,600,51490,24.75
SC,Broadcast Technicians,740,37480,18.02
SC,Sound Engineering Technicians,90,49210,23.66
SC,Photographers,630,42090,20.24
SC,"Camera Operators, Television, Video, and Motion Picture",180,48230,23.19
SC,Film and Video Editors,130,41740,20.07
SC,"Media and Communication Equipment Workers, All Other",40,82840,39.83
SC,Healthcare Practitioners and Technical Occupations,125690,73040,35.12
SC,Chiropractors,570,91910,44.19
SC,"Dentists, General",1440,172780,83.07
SC,Oral and Maxillofacial Surgeons,50,256650,123.39
SC,Orthodontists,,279610,134.43
SC,"Dentists, All Other Specialists",30,137890,66.29
SC,Dietitians and Nutritionists,870,53690,25.81
SC,Optometrists,580,142290,68.41
SC,Pharmacists,5070,122900,59.09
SC,Anesthesiologists,900,254420,122.32
SC,Family and General Practitioners,2710,235790,113.36
SC,"Internists, General",720,223900,107.65
SC,Obstetricians and Gynecologists,130,283910,136.50
SC,"Pediatricians, General",210,155780,74.90
SC,Psychiatrists,230,226120,108.71
SC,Surgeons,,,
SC,"Physicians and Surgeons, All Other",3100,185210,89.04
SC,Physician Assistants,1430,103710,49.86
SC,Podiatrists,40,195380,93.93
SC,Occupational Therapists,1290,78470,37.72
SC,Physical Therapists,3010,85450,41.08
SC,Radiation Therapists,250,88850,42.72
SC,Recreational Therapists,200,42240,20.31
SC,Respiratory Therapists,1770,55990,26.92
SC,Speech-Language Pathologists,1460,71600,34.42
SC,Exercise Physiologists,80,45610,21.93
SC,Veterinarians,850,111100,53.41
SC,Registered Nurses,44350,64940,31.22
SC,Nurse Anesthetists,930,164480,79.08
SC,Nurse Midwives,30,89150,42.86
SC,Nurse Practitioners,2260,99910,48.03
SC,Audiologists,190,88500,42.55
SC,"Health Diagnosing and Treating Practitioners, All Other",160,72050,34.64
SC,Clinical Laboratory Technologists and Technicians,4580,48670,23.40
SC,Dental Hygienists,2900,61440,29.54
SC,Cardiovascular Technologists and Technicians,980,58850,28.30
SC,Diagnostic Medical Sonographers,730,65870,31.67
SC,Nuclear Medicine Technologists,250,71410,34.33
SC,Radiologic Technologists,3730,53890,25.91
SC,Magnetic Resonance Imaging Technologists,550,60700,29.18
SC,Emergency Medical Technicians and Paramedics,5240,34570,16.62
SC,Dietetic Technicians,670,25730,12.37
SC,Pharmacy Technicians,7500,31530,15.16
SC,Psychiatric Technicians,,34980,16.82
SC,Respiratory Therapy Technicians,140,49520,23.81
SC,Surgical Technologists,1970,39970,19.21
SC,Veterinary Technologists and Technicians,1960,31630,15.21
SC,Ophthalmic Medical Technicians,780,37310,17.94
SC,Licensed Practical and Licensed Vocational Nurses,10560,40890,19.66
SC,Medical Records and Health Information Technicians,2950,41040,19.73
SC,"Opticians, Dispensing",940,37910,18.23
SC,Orthotists and Prosthetists,210,64300,30.91
SC,Hearing Aid Specialists,,53690,25.81
SC,"Health Technologists and Technicians, All Other",550,42820,20.59
SC,Occupational Health and Safety Specialists,2140,61990,29.80
SC,Occupational Health and Safety Technicians,370,62060,29.84
SC,Athletic Trainers,490,42590,
SC,Genetic Counselors,30,81140,39.01
SC,"Healthcare Practitioners and Technical Workers, All Other",60,48690,23.41
SC,Healthcare Support Occupations,54750,29070,13.98
SC,Home Health Aides,9600,21810,10.49
SC,Nursing Assistants,20950,25390,12.21
SC,Orderlies,1040,24110,11.59
SC,Occupational Therapy Assistants,350,64060,30.80
SC,Occupational Therapy Aides,70,29330,14.10
SC,Physical Therapist Assistants,1420,56880,27.34
SC,Physical Therapist Aides,440,30440,14.63
SC,Massage Therapists,1170,41440,19.92
SC,Dental Assistants,4550,39750,19.11
SC,Medical Assistants,9800,32120,15.44
SC,Medical Equipment Preparers,420,33470,16.09
SC,Medical Transcriptionists,650,34740,16.70
SC,Pharmacy Aides,200,24940,11.99
SC,Veterinary Assistants and Laboratory Animal Caretakers,1390,25450,12.24
SC,Phlebotomists,1910,31180,14.99
SC,"Healthcare Support Workers, All Other",,42860,20.61
SC,Protective Service Occupations,47820,38670,18.59
SC,First-Line Supervisors of Correctional Officers,370,56420,27.12
SC,First-Line Supervisors of Police and Detectives,1770,61160,29.40
SC,First-Line Supervisors of Fire Fighting and Prevention Workers,1280,57460,27.62
SC,"First-Line Supervisors of Protective Service Workers, All Other",670,49650,23.87
SC,Firefighters,5330,36300,17.45
SC,Fire Inspectors and Investigators,200,53680,25.81
SC,Bailiffs,240,30850,14.83
SC,Correctional Officers and Jailers,6200,37560,18.06
SC,Detectives and Criminal Investigators,1190,60420,29.05
SC,Fish and Game Wardens,30,48610,23.37
SC,Parking Enforcement Workers,60,32440,15.59
SC,Police and Sheriff's Patrol Officers,11180,42280,20.33
SC,Animal Control Workers,170,31800,15.29
SC,Private Detectives and Investigators,190,50150,24.11
SC,Security Guards,15810,33000,15.86
SC,Crossing Guards,350,24170,11.62
SC,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1510,21090,10.14
SC,Transportation Security Screeners,500,36740,17.66
SC,"Protective Service Workers, All Other",760,32040,15.40
SC,Food Preparation and Serving Related Occupations,209530,21910,10.53
SC,Chefs and Head Cooks,3630,40820,19.63
SC,First-Line Supervisors of Food Preparation and Serving Workers,17580,32550,15.65
SC,"Cooks, Fast Food",7990,19810,9.53
SC,"Cooks, Institution and Cafeteria",8290,22960,11.04
SC,"Cooks, Restaurant",24430,23680,11.38
SC,"Cooks, Short Order",1810,22330,10.73
SC,Food Preparation Workers,9420,23400,11.25
SC,Bartenders,6400,22010,10.58
SC,"Combined Food Preparation and Serving Workers, Including Fast Food",71480,18910,9.09
SC,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",2350,20010,9.62
SC,Waiters and Waitresses,37810,20290,9.76
SC,"Food Servers, Nonrestaurant",1970,21750,10.46
SC,Dining Room and Cafeteria Attendants and Bartender Helpers,3930,20630,9.92
SC,Dishwashers,6000,19980,9.61
SC,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",6310,20460,9.84
SC,"Food Preparation and Serving Related Workers, All Other",130,20400,9.81
SC,Building and Grounds Cleaning and Maintenance Occupations,70960,25170,12.10
SC,First-Line Supervisors of Housekeeping and Janitorial Workers,2910,37010,17.80
SC,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1860,48140,23.15
SC,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",31980,23370,11.23
SC,Maids and Housekeeping Cleaners,16600,20540,9.87
SC,"Building Cleaning Workers, All Other",310,30440,14.63
SC,Pest Control Workers,2180,32460,15.61
SC,Landscaping and Groundskeeping Workers,14070,27400,13.17
SC,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",330,34930,16.79
SC,Tree Trimmers and Pruners,680,31830,15.30
SC,"Grounds Maintenance Workers, All Other",60,44640,21.46
SC,Personal Care and Service Occupations,59510,24210,11.64
SC,First-Line Supervisors of Personal Service Workers,2680,39770,19.12
SC,Animal Trainers,310,36630,17.61
SC,Nonfarm Animal Caretakers,3170,23400,11.25
SC,Gaming Dealers,230,25050,12.04
SC,Gaming and Sports Book Writers and Runners,260,23960,11.52
SC,"Ushers, Lobby Attendants, and Ticket Takers",2000,19630,9.44
SC,Amusement and Recreation Attendants,6380,20870,10.03
SC,Costume Attendants,30,28890,13.89
SC,"Locker Room, Coatroom, and Dressing Room Attendants",130,22970,11.04
SC,Embalmers,130,41720,20.06
SC,Funeral Attendants,1060,24100,11.59
SC,"Morticians, Undertakers, and Funeral Directors",370,48120,23.14
SC,"Hairdressers, Hairstylists, and Cosmetologists",4890,24090,11.58
SC,Manicurists and Pedicurists,370,32490,15.62
SC,Skincare Specialists,440,29900,14.37
SC,Baggage Porters and Bellhops,460,19770,9.51
SC,Concierges,310,26830,12.90
SC,Tour and Travel Guides,870,30930,14.87
SC,Childcare Workers,6700,21030,10.11
SC,Personal Care Aides,18040,20990,10.09
SC,Fitness Trainers and Aerobics Instructors,3430,34170,16.43
SC,Recreation Workers,5160,26340,12.66
SC,Residential Advisors,1840,24770,11.91
SC,"Personal Care and Service Workers, All Other",,21570,10.37
SC,Sales and Related Occupations,227570,34590,16.63
SC,First-Line Supervisors of Retail Sales Workers,22750,40790,19.61
SC,First-Line Supervisors of Non-Retail Sales Workers,3110,70360,33.83
SC,Cashiers,66960,20160,9.69
SC,Gaming Change Persons and Booth Cashiers,,23870,11.48
SC,Counter and Rental Clerks,4430,27240,13.10
SC,Parts Salespersons,3560,30890,14.85
SC,Retail Salespersons,70740,26420,12.70
SC,Advertising Sales Agents,1610,53240,25.60
SC,Insurance Sales Agents,6390,58600,28.17
SC,"Securities, Commodities, and Financial Services Sales Agents",3160,75120,36.11
SC,Travel Agents,1510,33150,15.94
SC,"Sales Representatives, Services, All Other",9970,49670,23.88
SC,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2660,73140,35.17
SC,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",20840,64430,30.98
SC,Demonstrators and Product Promoters,910,31590,15.19
SC,Real Estate Brokers,1100,71360,34.31
SC,Real Estate Sales Agents,5370,53790,25.86
SC,Sales Engineers,360,110310,53.03
SC,Telemarketers,1360,28440,13.67
SC,Office and Administrative Support Occupations,304960,34970,16.81
SC,First-Line Supervisors of Office and Administrative Support Workers,25410,52690,25.33
SC,"Switchboard Operators, Including Answering Service",1590,27270,13.11
SC,Bill and Account Collectors,6610,35700,17.16
SC,Billing and Posting Clerks,6200,35380,17.01
SC,"Bookkeeping, Accounting, and Auditing Clerks",19400,36860,17.72
SC,Payroll and Timekeeping Clerks,1700,41370,19.89
SC,Procurement Clerks,960,43660,20.99
SC,Tellers,5640,30490,14.66
SC,"Financial Clerks, All Other",220,45150,21.71
SC,Brokerage Clerks,380,50840,24.44
SC,Correspondence Clerks,30,40930,19.68
SC,"Court, Municipal, and License Clerks",1960,34760,16.71
SC,"Credit Authorizers, Checkers, and Clerks",390,40340,19.40
SC,Customer Service Representatives,54050,32320,15.54
SC,"Eligibility Interviewers, Government Programs",790,42060,20.22
SC,File Clerks,780,30240,14.54
SC,"Hotel, Motel, and Resort Desk Clerks",6020,22060,10.61
SC,"Interviewers, Except Eligibility and Loan",1970,31220,15.01
SC,"Library Assistants, Clerical",870,25050,12.04
SC,Loan Interviewers and Clerks,3020,38560,18.54
SC,New Accounts Clerks,400,41430,19.92
SC,Order Clerks,810,34910,16.78
SC,"Human Resources Assistants, Except Payroll and Timekeeping",2470,36000,17.31
SC,Receptionists and Information Clerks,12540,27660,13.30
SC,Reservation and Transportation Ticket Agents and Travel Clerks,820,33070,15.90
SC,"Information and Record Clerks, All Other",780,42150,20.26
SC,Cargo and Freight Agents,1540,44170,21.24
SC,Couriers and Messengers,1460,25380,12.20
SC,"Police, Fire, and Ambulance Dispatchers",1340,32660,15.70
SC,"Dispatchers, Except Police, Fire, and Ambulance",2200,43010,20.68
SC,"Meter Readers, Utilities",730,37280,17.92
SC,Postal Service Clerks,960,51500,24.76
SC,Postal Service Mail Carriers,5370,51230,24.63
SC,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1110,49560,23.83
SC,"Production, Planning, and Expediting Clerks",5180,46270,22.25
SC,"Shipping, Receiving, and Traffic Clerks",9720,34240,16.46
SC,Stock Clerks and Order Fillers,29310,26530,12.75
SC,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1280,33870,16.29
SC,Executive Secretaries and Executive Administrative Assistants,3990,55850,26.85
SC,Legal Secretaries,2370,39670,19.07
SC,Medical Secretaries,7940,35250,16.95
SC,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",34550,35510,17.07
SC,Computer Operators,450,42620,20.49
SC,Data Entry Keyers,1450,31380,15.09
SC,Word Processors and Typists,140,37270,17.92
SC,Desktop Publishers,30,37080,17.83
SC,Insurance Claims and Policy Processing Clerks,2720,36850,17.72
SC,"Mail Clerks and Mail Machine Operators, Except Postal Service",620,29950,14.40
SC,"Office Clerks, General",33310,27810,13.37
SC,"Office Machine Operators, Except Computer",,32210,15.48
SC,Proofreaders and Copy Markers,30,37070,17.82
SC,Statistical Assistants,150,40160,19.31
SC,"Office and Administrative Support Workers, All Other",1010,37460,18.01
SC,"Farming, Fishing, and Forestry Occupations",4060,36300,17.45
SC,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",470,58270,28.02
SC,Agricultural Inspectors,120,41780,20.08
SC,"Graders and Sorters, Agricultural Products",210,23450,11.28
SC,Agricultural Equipment Operators,120,34940,16.80
SC,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1280,27700,13.32
SC,"Farmworkers, Farm, Ranch, and Aquacultural Animals",220,29960,14.40
SC,Forest and Conservation Workers,240,28330,13.62
SC,Logging Equipment Operators,1260,40600,19.52
SC,Log Graders and Scalers,50,39250,18.87
SC,"Logging Workers, All Other",,52860,25.41
SC,Construction and Extraction Occupations,83040,41220,19.82
SC,First-Line Supervisors of Construction Trades and Extraction Workers,10370,60820,29.24
SC,Boilermakers,210,60590,29.13
SC,Brickmasons and Blockmasons,620,38850,18.68
SC,Stonemasons,90,32240,15.50
SC,Carpenters,9330,44490,21.39
SC,Carpet Installers,380,33870,16.28
SC,"Floor Layers, Except Carpet, Wood, and Hard Tiles",,53530,25.73
SC,Tile and Marble Setters,250,38310,18.42
SC,Cement Masons and Concrete Finishers,2330,37670,18.11
SC,Construction Laborers,17810,31090,14.95
SC,"Paving, Surfacing, and Tamping Equipment Operators",640,35300,16.97
SC,Pile-Driver Operators,190,43340,20.84
SC,Operating Engineers and Other Construction Equipment Operators,6570,40220,19.34
SC,Drywall and Ceiling Tile Installers,1290,36940,17.76
SC,Electricians,9080,44720,21.50
SC,Glaziers,390,40350,19.40
SC,"Insulation Workers, Floor, Ceiling, and Wall",500,36720,17.65
SC,"Insulation Workers, Mechanical",340,42380,20.38
SC,"Painters, Construction and Maintenance",2240,35930,17.27
SC,Pipelayers,920,37220,17.89
SC,"Plumbers, Pipefitters, and Steamfitters",5580,44970,21.62
SC,Plasterers and Stucco Masons,80,34900,16.78
SC,Reinforcing Iron and Rebar Workers,250,42170,20.27
SC,Roofers,1690,36000,17.31
SC,Sheet Metal Workers,1960,40280,19.36
SC,Structural Iron and Steel Workers,850,43640,20.98
SC,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",290,32350,15.55
SC,Helpers--Carpenters,870,29230,14.05
SC,Helpers--Electricians,1990,29740,14.30
SC,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",,29220,14.05
SC,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1330,29780,14.32
SC,Helpers--Roofers,150,22990,11.05
SC,"Helpers, Construction Trades, All Other",280,32560,15.65
SC,Construction and Building Inspectors,1280,47330,22.75
SC,Elevator Installers and Repairers,390,65030,31.26
SC,Fence Erectors,,35010,16.83
SC,Hazardous Materials Removal Workers,620,33310,16.01
SC,Highway Maintenance Workers,520,29980,14.41
SC,Rail-Track Laying and Maintenance Equipment Operators,90,39250,18.87
SC,Septic Tank Servicers and Sewer Pipe Cleaners,540,34090,16.39
SC,Miscellaneous Construction and Related Workers,,54620,26.26
SC,"Earth Drillers, Except Oil and Gas",30,46110,22.17
SC,Continuous Mining Machine Operators,80,50090,24.08
SC,Mine Cutting and Channeling Machine Operators,40,46740,22.47
SC,"Rock Splitters, Quarry",,36450,17.53
SC,"Installation, Maintenance, and Repair Occupations",95050,44730,21.50
SC,"First-Line Supervisors of Mechanics, Installers, and Repairers",8180,62750,30.17
SC,"Computer, Automated Teller, and Office Machine Repairers",1250,41740,20.07
SC,"Radio, Cellular, and Tower Equipment Installers and Repairers",190,47560,22.86
SC,"Telecommunications Equipment Installers and Repairers, Except Line Installers",4530,54340,26.13
SC,Avionics Technicians,230,60990,29.32
SC,"Electric Motor, Power Tool, and Related Repairers",270,38820,18.67
SC,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",1100,49870,23.97
SC,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",170,69710,33.52
SC,"Electronic Equipment Installers and Repairers, Motor Vehicles",70,40040,19.25
SC,Electronic Home Entertainment Equipment Installers and Repairers,,39450,18.97
SC,Security and Fire Alarm Systems Installers,600,40720,19.58
SC,Aircraft Mechanics and Service Technicians,1140,62120,29.87
SC,Automotive Body and Related Repairers,1700,40280,19.36
SC,Automotive Glass Installers and Repairers,510,37360,17.96
SC,Automotive Service Technicians and Mechanics,10620,40040,19.25
