st,occupation,tot_emp,hr_mean,avg_mean
AL,Couriers and Messengers,"1,180",12.28,"25,540"
AL,"Police, Fire, and Ambulance Dispatchers","2,760",15.52,"32,280"
AL,"Dispatchers, Except Police, Fire, and Ambulance","2,840",18.74,"38,980"
AL,"Meter Readers, Utilities",520,18.71,"38,920"
AL,Postal Service Clerks,"1,220",24.25,"50,450"
AL,Postal Service Mail Carriers,"5,740",24.67,"51,320"
AL,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",970,24.64,"51,250"
AL,"Production, Planning, and Expediting Clerks","3,150",21.90,"45,550"
AL,"Shipping, Receiving, and Traffic Clerks","7,690",15.83,"32,930"
AL,Stock Clerks and Order Fillers,"21,780",12.83,"26,680"
AL,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping","1,740",14.23,"29,600"
AL,Executive Secretaries and Executive Administrative Assistants,"3,210",29.40,"61,140"
AL,Legal Secretaries,"3,930",20.12,"41,840"
AL,Medical Secretaries,"6,510",16.37,"34,050"
AL,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","46,100",17.15,"35,670"
AL,Computer Operators,640,19.55,"40,660"
AL,Data Entry Keyers,"1,490",14.60,"30,370"
AL,Word Processors and Typists,350,17.22,"35,820"
AL,Desktop Publishers,70,18.11,"37,670"
AL,Insurance Claims and Policy Processing Clerks,"2,440",17.79,"37,000"
AL,"Mail Clerks and Mail Machine Operators, Except Postal Service",630,14.38,"29,900"
AL,"Office Clerks, General","29,780",12.40,"25,800"
AL,"Office Machine Operators, Except Computer",370,15.25,"31,720"
AL,Statistical Assistants,50,20.06,"41,720"
AL,"Office and Administrative Support Workers, All Other","1,950",18.70,"38,900"
AL,"Farming, Fishing, and Forestry Occupations","5,800",16.85,"35,050"
AL,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",370,30.45,"63,350"
AL,"Graders and Sorters, Agricultural Products",360,12.31,"25,610"
AL,Agricultural Equipment Operators,260,12.50,"26,010"
AL,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",490,10.97,"22,820"
AL,"Farmworkers, Farm, Ranch, and Aquacultural Animals","1,140",13.27,"27,590"
AL,"Agricultural Workers, All Other",330,14.69,"30,560"
AL,Fallers,110,21.31,"44,320"
AL,Logging Equipment Operators,"2,070",18.52,"38,520"
AL,Log Graders and Scalers,150,18.92,"39,350"
AL,"Logging Workers, All Other",70,16.13,"33,550"
AL,Construction and Extraction Occupations,"77,840",20.35,"42,330"
AL,First-Line Supervisors of Construction Trades and Extraction Workers,"11,350",28.93,"60,180"
AL,Boilermakers,360,27.18,"56,540"
AL,Brickmasons and Blockmasons,530,19.08,"39,690"
AL,Stonemasons,100,21.02,"43,710"
AL,Carpenters,"6,760",19.38,"40,310"
AL,Carpet Installers,130,19.95,"41,490"
AL,"Floor Layers, Except Carpet, Wood, and Hard Tiles",280,17.00,"35,370"
AL,Tile and Marble Setters,250,18.77,"39,050"
AL,Cement Masons and Concrete Finishers,"1,790",18.28,"38,020"
AL,Construction Laborers,"9,290",15.38,"32,000"
AL,"Paving, Surfacing, and Tamping Equipment Operators","1,070",18.01,"37,450"
AL,Operating Engineers and Other Construction Equipment Operators,"6,060",19.68,"40,930"
AL,Drywall and Ceiling Tile Installers,780,16.19,"33,680"
AL,Electricians,"8,990",22.88,"47,590"
AL,Glaziers,510,18.31,"38,080"
AL,"Insulation Workers, Floor, Ceiling, and Wall",490,17.77,"36,960"
AL,"Insulation Workers, Mechanical",340,21.55,"44,830"
AL,"Painters, Construction and Maintenance","2,490",17.66,"36,730"
AL,Paperhangers,30,20.77,"43,200"
AL,Pipelayers,"2,360",16.44,"34,200"
AL,"Plumbers, Pipefitters, and Steamfitters","6,400",21.76,"45,260"
AL,Plasterers and Stucco Masons,230,17.82,"37,070"
AL,Reinforcing Iron and Rebar Workers,110,19.00,"39,520"
AL,Roofers,970,16.90,"35,160"
AL,Sheet Metal Workers,"1,260",18.74,"38,970"
AL,Structural Iron and Steel Workers,"1,060",23.36,"48,590"
AL,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",330,13.72,"28,530"
AL,Helpers--Carpenters,380,12.51,"26,030"
AL,Helpers--Electricians,"2,010",13.71,"28,530"
AL,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",120,11.10,"23,080"
AL,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","1,110",12.97,"26,970"
AL,Helpers--Roofers,180,13.10,"27,240"
AL,"Helpers, Construction Trades, All Other",440,13.40,"27,880"
AL,Construction and Building Inspectors,"1,370",26.55,"55,230"
AL,Elevator Installers and Repairers,210,32.71,"68,030"
AL,Fence Erectors,500,11.83,"24,600"
AL,Hazardous Materials Removal Workers,640,21.02,"43,720"
AL,Highway Maintenance Workers,"3,410",14.50,"30,150"
AL,Rail-Track Laying and Maintenance Equipment Operators,190,21.72,"45,170"
AL,Septic Tank Servicers and Sewer Pipe Cleaners,250,17.10,"35,560"
AL,Miscellaneous Construction and Related Workers,930,18.51,"38,500"
AL,"Rotary Drill Operators, Oil and Gas",40,20.41,"42,450"
AL,"Service Unit Operators, Oil, Gas, and Mining",70,23.82,"49,550"
AL,"Earth Drillers, Except Oil and Gas",290,18.53,"38,550"
AL,"Explosives Workers, Ordnance Handling Experts, and Blasters",90,24.25,"50,440"
AL,Mine Cutting and Channeling Machine Operators,310,25.12,"52,250"
AL,"Roustabouts, Oil and Gas",**,22.03,"45,810"
AL,Helpers--Extraction Workers,250,26.72,"55,580"
AL,"Extraction Workers, All Other",190,22.30,"46,380"
AL,"Installation, Maintenance, and Repair Occupations","93,170",22.17,"46,120"
AL,"First-Line Supervisors of Mechanics, Installers, and Repairers","8,510",30.83,"64,120"
AL,"Computer, Automated Teller, and Office Machine Repairers","1,860",18.63,"38,740"
AL,"Radio, Cellular, and Tower Equipment Installers and Repairers",490,19.56,"40,690"
AL,"Telecommunications Equipment Installers and Repairers, Except Line Installers","4,110",27.53,"57,270"
AL,Avionics Technicians,750,26.62,"55,370"
AL,"Electric Motor, Power Tool, and Related Repairers",440,21.86,"45,470"
AL,"Electrical and Electronics Installers and Repairers, Transportation Equipment",220,26.50,"55,130"
AL,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","1,470",27.77,"57,750"
AL,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",770,35.65,"74,160"
AL,"Electronic Equipment Installers and Repairers, Motor Vehicles",100,14.43,"30,020"
AL,Electronic Home Entertainment Equipment Installers and Repairers,200,14.96,"31,120"
AL,Security and Fire Alarm Systems Installers,"1,080",20.82,"43,300"
AL,Automotive Body and Related Repairers,"2,090",20.65,"42,960"
AL,Automotive Glass Installers and Repairers,520,18.36,"38,190"
AL,Automotive Service Technicians and Mechanics,"8,170",19.74,"41,050"
AL,Bus and Truck Mechanics and Diesel Engine Specialists,"5,080",21.07,"43,830"
AL,Farm Equipment Mechanics and Service Technicians,550,22.29,"46,350"
AL,"Mobile Heavy Equipment Mechanics, Except Engines","2,290",24.04,"50,000"
AL,Rail Car Repairers,270,23.89,"49,690"
AL,Motorboat Mechanics and Service Technicians,520,16.16,"33,600"
AL,Motorcycle Mechanics,300,17.15,"35,680"
AL,Outdoor Power Equipment and Other Small Engine Mechanics,730,16.68,"34,700"
AL,Recreational Vehicle Service Technicians,200,17.31,"36,010"
AL,Tire Repairers and Changers,"2,480",12.75,"26,520"
AL,Mechanical Door Repairers,140,16.42,"34,150"
AL,"Control and Valve Installers and Repairers, Except Mechanical Door",980,21.71,"45,160"
AL,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","5,520",19.72,"41,020"
AL,Home Appliance Repairers,300,18.09,"37,630"
AL,Industrial Machinery Mechanics,"11,750",24.15,"50,230"
AL,"Maintenance Workers, Machinery","1,310",19.37,"40,300"
AL,Millwrights,"1,150",22.36,"46,500"
AL,"Refractory Materials Repairers, Except Brickmasons",60,24.44,"50,840"
AL,Electrical Power-Line Installers and Repairers,"3,140",31.31,"65,120"
AL,Telecommunications Line Installers and Repairers,"1,150",20.64,"42,940"
AL,Medical Equipment Repairers,830,23.00,"47,840"
AL,Musical Instrument Repairers and Tuners,140,15.13,"31,480"
AL,Watch Repairers,**,14.13,"29,390"
AL,"Precision Instrument and Equipment Repairers, All Other",200,24.94,"51,880"
AL,"Maintenance and Repair Workers, General","14,270",18.04,"37,520"
AL,"Coin, Vending, and Amusement Machine Servicers and Repairers",650,17.08,"35,530"
AL,Commercial Divers,90,27.12,"56,410"
AL,Locksmiths and Safe Repairers,370,15.28,"31,780"
AL,Manufactured Building and Mobile Home Installers,**,18.26,"37,980"
AL,Riggers,270,21.23,"44,160"
AL,"Helpers--Installation, Maintenance, and Repair Workers","2,490",13.06,"27,160"
AL,"Installation, Maintenance, and Repair Workers, All Other","2,600",18.37,"38,210"
AL,Production Occupations,"218,860",17.24,"35,850"
AL,First-Line Supervisors of Production and Operating Workers,"13,570",29.25,"60,840"
AL,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","1,130",24.44,"50,830"
AL,"Coil Winders, Tapers, and Finishers",340,18.99,"39,510"
AL,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","3,810",15.85,"32,970"
AL,Engine and Other Machine Assemblers,"1,620",23.82,"49,550"
AL,Structural Metal Fabricators and Fitters,"2,900",19.40,"40,360"
AL,Fiberglass Laminators and Fabricators,410,14.12,"29,370"
AL,"Assemblers and Fabricators, All Other, Including Team Assemblers","37,700",16.50,"34,320"
AL,Bakers,"1,310",13.51,"28,100"
AL,Butchers and Meat Cutters,"1,660",14.85,"30,900"
AL,"Meat, Poultry, and Fish Cutters and Trimmers","11,700",11.02,"22,930"
AL,Slaughterers and Meat Packers,"3,390",10.45,"21,740"
AL,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",300,13.39,"27,860"
AL,Food Batchmakers,920,14.02,"29,170"
AL,Food Cooking Machine Operators and Tenders,850,12.86,"26,750"
AL,"Food Processing Workers, All Other",960,13.84,"28,780"
AL,"Computer-Controlled Machine Tool Operators, Metal and Plastic","1,730",18.35,"38,170"
AL,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",460,21.93,"45,620"
AL,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","2,550",13.86,"28,830"
AL,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","1,400",18.21,"37,870"
AL,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","1,330",15.24,"31,700"
AL,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","5,970",15.66,"32,580"
AL,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",690,19.94,"41,480"
AL,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1,790",16.44,"34,190"
AL,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",370,17.04,"35,440"
AL,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",**,22.60,"47,000"
AL,Machinists,"5,690",21.42,"44,550"
AL,Metal-Refining Furnace Operators and Tenders,"1,650",17.82,"37,070"
AL,"Pourers and Casters, Metal",320,22.37,"46,530"
AL,"Patternmakers, Metal and Plastic",230,20.38,"42,390"
AL,Foundry Mold and Coremakers,**,17.76,"36,940"
AL,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","4,390",16.32,"33,950"
AL,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","2,540",16.37,"34,040"
AL,Tool and Die Makers,870,25.19,"52,400"
AL,"Welders, Cutters, Solderers, and Brazers","9,580",19.74,"41,050"
AL,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",910,17.09,"35,540"
AL,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",190,19.07,"39,660"
AL,"Layout Workers, Metal and Plastic",620,14.77,"30,730"
AL,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",660,15.48,"32,200"
AL,"Tool Grinders, Filers, and Sharpeners",280,15.31,"31,840"
AL,"Metal Workers and Plastic Workers, All Other",700,19.27,"40,080"
AL,Prepress Technicians and Workers,300,16.21,"33,710"
AL,Printing Press Operators,"2,010",14.78,"30,740"
AL,Print Binding and Finishing Workers,310,16.55,"34,430"
AL,Laundry and Dry-Cleaning Workers,"2,820",10.56,"21,960"
AL,"Pressers, Textile, Garment, and Related Materials",790,9.96,"20,720"
AL,Sewing Machine Operators,"2,840",11.52,"23,960"
AL,"Sewers, Hand",**,15.03,"31,260"
AL,"Tailors, Dressmakers, and Custom Sewers",210,13.94,"28,990"
AL,Textile Bleaching and Dyeing Machine Operators and Tenders,130,14.43,"30,020"
AL,"Textile Cutting Machine Setters, Operators, and Tenders",300,10.92,"22,710"
AL,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","1,040",13.53,"28,140"
AL,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","2,320",14.65,"30,470"
AL,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",840,16.75,"34,840"
AL,Upholsterers,190,16.27,"33,850"
AL,"Textile, Apparel, and Furnishings Workers, All Other",520,12.81,"26,650"
AL,Cabinetmakers and Bench Carpenters,"2,810",14.24,"29,610"
AL,Furniture Finishers,400,13.71,"28,510"
AL,"Sawing Machine Setters, Operators, and Tenders, Wood","2,920",14.16,"29,460"
AL,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","1,860",13.75,"28,600"
AL,"Woodworkers, All Other",350,13.23,"27,520"
AL,Power Distributors and Dispatchers,480,41.67,"86,670"
AL,Power Plant Operators,660,34.08,"70,890"
AL,Stationary Engineers and Boiler Operators,300,22.84,"47,500"
AL,Water and Wastewater Treatment Plant and System Operators,"1,950",21.10,"43,890"
AL,Chemical Plant and System Operators,800,33.08,"68,800"
AL,Gas Plant Operators,310,34.11,"70,950"
AL,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",470,25.30,"52,630"
AL,"Plant and System Operators, All Other",50,25.62,"53,280"
AL,Chemical Equipment Operators and Tenders,"2,470",27.04,"56,240"
AL,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",290,18.28,"38,030"
AL,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","1,070",19.11,"39,750"
AL,"Grinding and Polishing Workers, Hand",960,14.87,"30,920"
AL,"Mixing and Blending Machine Setters, Operators, and Tenders","2,110",18.57,"38,630"
AL,"Cutters and Trimmers, Hand",300,12.76,"26,540"
AL,"Cutting and Slicing Machine Setters, Operators, and Tenders","1,720",16.36,"34,030"
AL,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","2,980",18.74,"38,970"
AL,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",740,22.96,"47,750"
AL,"Inspectors, Testers, Sorters, Samplers, and Weighers","11,190",16.81,"34,960"
AL,Jewelers and Precious Stone and Metal Workers,360,19.86,"41,320"
AL,Dental Laboratory Technicians,850,17.57,"36,540"
AL,Medical Appliance Technicians,120,22.63,"47,070"
AL,Ophthalmic Laboratory Technicians,110,14.05,"29,230"
AL,Packaging and Filling Machine Operators and Tenders,"2,970",14.01,"29,130"
AL,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","1,940",15.68,"32,610"
AL,"Painters, Transportation Equipment","1,050",20.31,"42,240"
AL,"Painting, Coating, and Decorating Workers",520,16.37,"34,040"
AL,Adhesive Bonding Machine Operators and Tenders,250,15.62,"32,490"
AL,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",380,13.35,"27,780"
AL,Cooling and Freezing Equipment Operators and Tenders,320,14.19,"29,510"
AL,Etchers and Engravers,40,19.54,"40,650"
AL,"Molders, Shapers, and Casters, Except Metal and Plastic",210,15.85,"32,960"
AL,"Paper Goods Machine Setters, Operators, and Tenders","3,430",21.32,"44,340"
AL,Tire Builders,"2,070",23.26,"48,380"
AL,Helpers--Production Workers,"16,710",12.71,"26,440"
AL,"Production Workers, All Other","5,980",13.80,"28,700"
AL,Transportation and Material Moving Occupations,"148,700",16.10,"33,480"
AL,Aircraft Cargo Handling Supervisors,**,21.66,"45,050"
AL,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","6,800",26.39,"54,900"
AL,"Airline Pilots, Copilots, and Flight Engineers",310,*,"103,750"
AL,Commercial Pilots,"1,150",*,"91,100"
AL,Air Traffic Controllers,250,45.37,"94,370"
AL,Airfield Operations Specialists,50,27.16,"56,490"
AL,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",440,11.97,"24,890"
AL,"Bus Drivers, Transit and Intercity","1,600",14.67,"30,510"
AL,"Bus Drivers, School or Special Client","9,520",9.00,"18,720"
AL,Driver/Sales Workers,"4,340",15.77,"32,800"
AL,Heavy and Tractor-Trailer Truck Drivers,"32,170",19.51,"40,580"
AL,Light Truck or Delivery Services Drivers,"14,650",14.86,"30,910"
AL,Taxi Drivers and Chauffeurs,"1,400",11.44,"23,800"
AL,"Motor Vehicle Operators, All Other",580,18.27,"37,990"
AL,Locomotive Engineers,830,31.09,"64,670"
AL,Locomotive Firers,**,32.12,"66,810"
AL,"Rail Yard Engineers, Dinkey Operators, and Hostlers",130,27.38,"56,960"
AL,"Railroad Brake, Signal, and Switch Operators",120,23.20,"48,250"
AL,Railroad Conductors and Yardmasters,"1,000",29.73,"61,850"
AL,Sailors and Marine Oilers,270,18.70,"38,890"
AL,"Captains, Mates, and Pilots of Water Vessels",200,38.34,"79,750"
AL,Motorboat Operators,30,22.73,"47,270"
AL,Parking Lot Attendants,600,10.59,"22,040"
AL,Automotive and Watercraft Service Attendants,"1,620",11.52,"23,960"
AL,"Transportation Workers, All Other",240,14.05,"29,220"
AL,Conveyor Operators and Tenders,190,18.89,"39,280"
AL,Crane and Tower Operators,"1,030",23.34,"48,550"
AL,Excavating and Loading Machine and Dragline Operators,880,20.01,"41,620"
AL,"Loading Machine Operators, Underground Mining",100,21.19,"44,080"
AL,Hoist and Winch Operators,100,20.20,"42,010"
AL,Industrial Truck and Tractor Operators,"9,010",16.12,"33,520"
AL,Cleaners of Vehicles and Equipment,"5,400",11.53,"23,990"
